epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.65971E+12,2022-08-05T10:24:40.698,0,0.427,0.077,0.825
1.65971E+12,2022-08-05T10:24:40.738,0.04,0.479,0.073,0.968
1.65971E+12,2022-08-05T10:24:40.778,0.08,0.548,0.08,0.969
1.65971E+12,2022-08-05T10:24:40.818,0.12,0.553,0.038,0.982
1.65971E+12,2022-08-05T10:24:40.858,0.16,0.546,0.025,1.057
1.65971E+12,2022-08-05T10:24:40.898,0.2,0.523,0.034,1.096
1.65971E+12,2022-08-05T10:24:40.938,0.24,0.522,0.038,1.09
1.65971E+12,2022-08-05T10:24:40.978,0.28,0.488,0.038,1.119
1.65971E+12,2022-08-05T10:24:41.018,0.32,0.529,0.028,1.126
1.65971E+12,2022-08-05T10:24:41.058,0.36,0.498,0.029,1.127
1.65971E+12,2022-08-05T10:24:41.098,0.4,0.496,0.003,1.077
1.65971E+12,2022-08-05T10:24:41.138,0.44,0.489,-0.037,1.005
1.65971E+12,2022-08-05T10:24:41.178,0.48,0.481,-0.071,0.929
1.65971E+12,2022-08-05T10:24:41.218,0.52,0.516,-0.11,0.893
1.65971E+12,2022-08-05T10:24:41.258,0.56,0.473,-0.151,0.866
1.65971E+12,2022-08-05T10:24:41.298,0.6,0.388,-0.202,0.842
1.65971E+12,2022-08-05T10:24:41.338,0.64,0.335,-0.238,0.824
1.65971E+12,2022-08-05T10:24:41.378,0.68,0.282,-0.258,0.833
1.65971E+12,2022-08-05T10:24:41.418,0.72,0.208,-0.262,0.846
1.65971E+12,2022-08-05T10:24:41.458,0.76,0.166,-0.305,0.851
1.65971E+12,2022-08-05T10:24:41.498,0.8,0.121,-0.312,0.864
1.65971E+12,2022-08-05T10:24:41.538,0.84,0.101,-0.291,0.872
1.65971E+12,2022-08-05T10:24:41.578,0.88,0.118,-0.29,0.904
1.65971E+12,2022-08-05T10:24:41.618,0.92,0.181,-0.287,0.973
1.65971E+12,2022-08-05T10:24:41.658,0.96,0.319,-0.291,0.97
1.65971E+12,2022-08-05T10:24:41.698,1,0.321,-0.321,0.929
1.65971E+12,2022-08-05T10:24:41.738,1.04,0.26,-0.314,0.958
1.65971E+12,2022-08-05T10:24:41.778,1.08,0.209,-0.314,0.93
1.65971E+12,2022-08-05T10:24:41.818,1.12,0.251,-0.316,0.901
1.65971E+12,2022-08-05T10:24:41.858,1.16,0.323,-0.314,0.969
1.65971E+12,2022-08-05T10:24:41.898,1.2,0.285,-0.306,0.909
1.65971E+12,2022-08-05T10:24:41.938,1.24,0.286,-0.294,0.909
1.65971E+12,2022-08-05T10:24:41.978,1.28,0.309,-0.284,0.92
1.65971E+12,2022-08-05T10:24:42.018,1.32,0.317,-0.279,0.92
1.65971E+12,2022-08-05T10:24:42.058,1.36,0.334,-0.285,0.924
1.65971E+12,2022-08-05T10:24:42.098,1.4,0.361,-0.282,0.921
1.65971E+12,2022-08-05T10:24:42.138,1.44,0.366,-0.29,0.927
1.65971E+12,2022-08-05T10:24:42.178,1.48,0.36,-0.292,0.936
1.65971E+12,2022-08-05T10:24:42.218,1.52,0.362,-0.292,0.932
1.65971E+12,2022-08-05T10:24:42.258,1.56,0.374,-0.301,0.924
1.65971E+12,2022-08-05T10:24:42.298,1.6,0.377,-0.303,0.916
1.65971E+12,2022-08-05T10:24:42.338,1.64,0.37,-0.308,0.912
1.65971E+12,2022-08-05T10:24:42.378,1.68,0.359,-0.311,0.916
1.65971E+12,2022-08-05T10:24:42.418,1.72,0.352,-0.31,0.916
1.65971E+12,2022-08-05T10:24:42.458,1.76,0.356,-0.309,0.913
1.65971E+12,2022-08-05T10:24:42.498,1.8,0.359,-0.313,0.902
1.65971E+12,2022-08-05T10:24:42.538,1.84,0.353,-0.317,0.908
1.65971E+12,2022-08-05T10:24:42.578,1.88,0.336,-0.32,0.902
1.65971E+12,2022-08-05T10:24:42.618,1.92,0.335,-0.318,0.886
1.65971E+12,2022-08-05T10:24:42.658,1.96,0.359,-0.316,0.865
1.65971E+12,2022-08-05T10:24:42.698,2,0.388,-0.328,0.932
1.65971E+12,2022-08-05T10:24:42.738,2.04,0.372,-0.326,0.904
1.65971E+12,2022-08-05T10:24:42.778,2.08,0.361,-0.319,0.88
1.65971E+12,2022-08-05T10:24:42.818,2.12,0.377,-0.323,0.901
1.65971E+12,2022-08-05T10:24:42.858,2.16,0.377,-0.326,0.894
1.65971E+12,2022-08-05T10:24:42.898,2.2,0.384,-0.325,0.881
1.65971E+12,2022-08-05T10:24:42.938,2.24,0.381,-0.33,0.888
1.65971E+12,2022-08-05T10:24:42.978,2.28,0.391,-0.325,0.905
1.65971E+12,2022-08-05T10:24:43.018,2.32,0.396,-0.323,0.894
1.65971E+12,2022-08-05T10:24:43.058,2.36,0.393,-0.329,0.875
1.65971E+12,2022-08-05T10:24:43.098,2.4,0.399,-0.333,0.878
1.65971E+12,2022-08-05T10:24:43.138,2.44,0.394,-0.325,0.878
1.65971E+12,2022-08-05T10:24:43.178,2.48,0.36,-0.321,0.886
1.65971E+12,2022-08-05T10:24:43.218,2.52,0.333,-0.32,0.903
1.65971E+12,2022-08-05T10:24:43.258,2.56,0.289,-0.273,0.886
1.65971E+12,2022-08-05T10:24:43.298,2.6,0.211,-0.196,0.809
1.65971E+12,2022-08-05T10:24:43.338,2.64,0.206,-0.12,0.71
1.65971E+12,2022-08-05T10:24:43.378,2.68,0.308,-0.011,0.66
1.65971E+12,2022-08-05T10:24:43.418,2.72,0.234,0.087,0.73
1.65971E+12,2022-08-05T10:24:43.458,2.76,0.22,0.168,0.678
1.65971E+12,2022-08-05T10:24:43.498,2.8,0.555,0.332,0.607
1.65971E+12,2022-08-05T10:24:43.538,2.84,0.657,0.486,0.432
1.65971E+12,2022-08-05T10:24:43.578,2.88,0.663,0.656,0.16
1.65971E+12,2022-08-05T10:24:43.618,2.92,0.739,0.921,-0.062
1.65971E+12,2022-08-05T10:24:43.658,2.96,0.857,1.074,-0.14
1.65971E+12,2022-08-05T10:24:43.698,3,0.857,1.124,-0.111
1.65971E+12,2022-08-05T10:24:43.738,3.04,0.781,1.064,-0.124
1.65971E+12,2022-08-05T10:24:43.778,3.08,0.806,1.191,-0.044
1.65971E+12,2022-08-05T10:24:43.818,3.12,0.808,1.276,0.096
1.65971E+12,2022-08-05T10:24:43.858,3.16,0.691,1.198,0.145
1.65971E+12,2022-08-05T10:24:43.898,3.2,0.5,1.219,0.073
1.65971E+12,2022-08-05T10:24:43.938,3.24,-0.08,1.242,0.625
1.65971E+12,2022-08-05T10:24:43.978,3.28,-0.305,1.261,1.148
1.65971E+12,2022-08-05T10:24:44.018,3.32,0.566,1.063,0.218
1.65971E+12,2022-08-05T10:24:44.058,3.36,0.247,0.943,0.025
1.65971E+12,2022-08-05T10:24:44.098,3.4,0.051,0.861,0.036
1.65971E+12,2022-08-05T10:24:44.138,3.44,0.088,0.81,-0.121
1.65971E+12,2022-08-05T10:24:44.178,3.48,0.231,0.953,-0.194
1.65971E+12,2022-08-05T10:24:44.218,3.52,0.236,1.09,-0.109
1.65971E+12,2022-08-05T10:24:44.258,3.56,-0.07,1.024,0.126
1.65971E+12,2022-08-05T10:24:44.298,3.6,-0.37,1.089,0.407
1.65971E+12,2022-08-05T10:24:44.338,3.64,-0.036,1.055,0.11
1.65971E+12,2022-08-05T10:24:44.378,3.68,0.083,0.966,-0.042
1.65971E+12,2022-08-05T10:24:44.418,3.72,0.115,0.933,-0.084
1.65971E+12,2022-08-05T10:24:44.458,3.76,0.259,0.968,-0.104
1.65971E+12,2022-08-05T10:24:44.498,3.8,0.26,1,-0.037
1.65971E+12,2022-08-05T10:24:44.538,3.84,0.147,1.016,0.067
1.65971E+12,2022-08-05T10:24:44.578,3.88,0.044,1.046,0.16
1.65971E+12,2022-08-05T10:24:44.618,3.92,0.064,1.045,0.106
1.65971E+12,2022-08-05T10:24:44.658,3.96,0.12,1.006,0.013
1.65971E+12,2022-08-05T10:24:44.698,4,0.178,0.981,-0.023
1.65971E+12,2022-08-05T10:24:44.738,4.04,0.138,0.983,-0.014
1.65971E+12,2022-08-05T10:24:44.778,4.08,0.142,1.008,0.042
1.65971E+12,2022-08-05T10:24:44.818,4.12,0.142,1.021,0.064
1.65971E+12,2022-08-05T10:24:44.858,4.16,0.089,1.021,0.079
1.65971E+12,2022-08-05T10:24:44.898,4.2,0.09,1,0.052
1.65971E+12,2022-08-05T10:24:44.938,4.24,0.09,0.996,0.018
1.65971E+12,2022-08-05T10:24:44.978,4.28,0.115,0.995,0.02
1.65971E+12,2022-08-05T10:24:45.018,4.32,0.115,1.002,0.054
1.65971E+12,2022-08-05T10:24:45.058,4.36,0.094,1.014,0.082
1.65971E+12,2022-08-05T10:24:45.098,4.4,0.115,1.012,0.086
1.65971E+12,2022-08-05T10:24:45.138,4.44,0.132,1.01,0.071
1.65971E+12,2022-08-05T10:24:45.178,4.48,0.13,1,0.046
1.65971E+12,2022-08-05T10:24:45.218,4.52,0.121,0.993,0.049
1.65971E+12,2022-08-05T10:24:45.258,4.56,0.115,0.999,0.056
1.65971E+12,2022-08-05T10:24:45.298,4.6,0.108,0.999,0.064
1.65971E+12,2022-08-05T10:24:45.338,4.64,0.104,1.001,0.068
1.65971E+12,2022-08-05T10:24:45.378,4.68,0.109,1.003,0.064
1.65971E+12,2022-08-05T10:24:45.418,4.72,0.113,1.004,0.056
1.65971E+12,2022-08-05T10:24:45.458,4.76,0.112,0.999,0.051
1.65971E+12,2022-08-05T10:24:45.498,4.8,0.106,1,0.057
1.65971E+12,2022-08-05T10:24:45.538,4.84,0.107,1.001,0.069
1.65971E+12,2022-08-05T10:24:45.578,4.88,0.115,1.005,0.07
1.65971E+12,2022-08-05T10:24:45.618,4.92,0.114,1.011,0.064
1.65971E+12,2022-08-05T10:24:45.658,4.96,0.11,1.005,0.065
1.65971E+12,2022-08-05T10:24:45.698,5,0.105,1.005,0.063
1.65971E+12,2022-08-05T10:24:45.738,5.04,0.113,1.002,0.064
1.65971E+12,2022-08-05T10:24:45.778,5.08,0.109,1.002,0.065
1.65971E+12,2022-08-05T10:24:45.818,5.12,0.112,1.002,0.063
1.65971E+12,2022-08-05T10:24:45.858,5.16,0.115,1.001,0.061
1.65971E+12,2022-08-05T10:24:45.898,5.2,0.112,1.001,0.059
1.65971E+12,2022-08-05T10:24:45.938,5.24,0.111,1.003,0.061
1.65971E+12,2022-08-05T10:24:45.978,5.28,0.118,1.007,0.056
1.65971E+12,2022-08-05T10:24:46.018,5.32,0.112,1.002,0.056
1.65971E+12,2022-08-05T10:24:46.058,5.36,0.104,1,0.051
1.65971E+12,2022-08-05T10:24:46.098,5.4,0.11,1.002,0.057
1.65971E+12,2022-08-05T10:24:46.138,5.44,0.109,1.006,0.068
1.65971E+12,2022-08-05T10:24:46.178,5.48,0.119,1.007,0.059
1.65971E+12,2022-08-05T10:24:46.218,5.52,0.12,1.004,0.063
1.65971E+12,2022-08-05T10:24:46.258,5.56,0.117,1.003,0.06
1.65971E+12,2022-08-05T10:24:46.298,5.6,0.119,0.998,0.062
1.65971E+12,2022-08-05T10:24:46.338,5.64,0.114,1.003,0.061
1.65971E+12,2022-08-05T10:24:46.378,5.68,0.117,1.004,0.059
1.65971E+12,2022-08-05T10:24:46.418,5.72,0.118,1.002,0.065
1.65971E+12,2022-08-05T10:24:46.458,5.76,0.122,1.002,0.066
1.65971E+12,2022-08-05T10:24:46.498,5.8,0.122,1.008,0.062
1.65971E+12,2022-08-05T10:24:46.538,5.84,0.121,1.004,0.059
1.65971E+12,2022-08-05T10:24:46.578,5.88,0.119,1.003,0.058
1.65971E+12,2022-08-05T10:24:46.618,5.92,0.115,1.004,0.059
1.65971E+12,2022-08-05T10:24:46.658,5.96,0.111,1.002,0.061
1.65971E+12,2022-08-05T10:24:46.698,6,0.108,1.003,0.057
1.65971E+12,2022-08-05T10:24:46.738,6.04,0.115,1.004,0.058
1.65971E+12,2022-08-05T10:24:46.778,6.08,0.114,1.002,0.064
1.65971E+12,2022-08-05T10:24:46.818,6.12,0.116,1.004,0.064
1.65971E+12,2022-08-05T10:24:46.858,6.16,0.125,1.002,0.062
1.65971E+12,2022-08-05T10:24:46.898,6.2,0.118,1.002,0.061
1.65971E+12,2022-08-05T10:24:46.938,6.24,0.117,0.999,0.061
1.65971E+12,2022-08-05T10:24:46.978,6.28,0.119,1.002,0.063
1.65971E+12,2022-08-05T10:24:47.018,6.32,0.113,1.006,0.065
1.65971E+12,2022-08-05T10:24:47.058,6.36,0.119,1.003,0.064
1.65971E+12,2022-08-05T10:24:47.098,6.4,0.114,1.003,0.064
1.65971E+12,2022-08-05T10:24:47.138,6.44,0.118,0.998,0.065
1.65971E+12,2022-08-05T10:24:47.178,6.48,0.119,1.002,0.068
1.65971E+12,2022-08-05T10:24:47.218,6.52,0.121,1.008,0.063
1.65971E+12,2022-08-05T10:24:47.258,6.56,0.12,1.001,0.066
1.65971E+12,2022-08-05T10:24:47.298,6.6,0.116,1.001,0.07
1.65971E+12,2022-08-05T10:24:47.338,6.64,0.114,1.003,0.07
1.65971E+12,2022-08-05T10:24:47.378,6.68,0.118,1.002,0.065
1.65971E+12,2022-08-05T10:24:47.418,6.72,0.116,0.999,0.061
1.65971E+12,2022-08-05T10:24:47.458,6.76,0.106,0.999,0.064
1.65971E+12,2022-08-05T10:24:47.498,6.8,0.107,1.002,0.066
1.65971E+12,2022-08-05T10:24:47.538,6.84,0.11,1.003,0.063
1.65971E+12,2022-08-05T10:24:47.578,6.88,0.11,1,0.064
1.65971E+12,2022-08-05T10:24:47.618,6.92,0.106,1.003,0.061
1.65971E+12,2022-08-05T10:24:47.658,6.96,0.107,0.997,0.062
1.65971E+12,2022-08-05T10:24:47.698,7,0.111,1.001,0.065
1.65971E+12,2022-08-05T10:24:47.738,7.04,0.107,1.004,0.064
1.65971E+12,2022-08-05T10:24:47.778,7.08,0.109,1.005,0.064
1.65971E+12,2022-08-05T10:24:47.818,7.12,0.112,1.005,0.064
1.65971E+12,2022-08-05T10:24:47.858,7.16,0.114,1,0.064
1.65971E+12,2022-08-05T10:24:47.898,7.2,0.114,1.002,0.064
1.65971E+12,2022-08-05T10:24:47.938,7.24,0.111,1.003,0.06
1.65971E+12,2022-08-05T10:24:47.978,7.28,0.101,1.002,0.064
1.65971E+12,2022-08-05T10:24:48.018,7.32,0.106,1.005,0.064
1.65971E+12,2022-08-05T10:24:48.058,7.36,0.119,1.004,0.064
1.65971E+12,2022-08-05T10:24:48.098,7.4,0.121,1,0.064
1.65971E+12,2022-08-05T10:24:48.138,7.44,0.136,0.998,0.057
1.65971E+12,2022-08-05T10:24:48.178,7.48,0.14,0.991,0.053
1.65971E+12,2022-08-05T10:24:48.218,7.52,0.136,0.984,0.05
1.65971E+12,2022-08-05T10:24:48.258,7.56,0.132,0.988,0.049
1.65971E+12,2022-08-05T10:24:48.298,7.6,0.122,1.006,0.046
1.65971E+12,2022-08-05T10:24:48.338,7.64,0.127,1.018,0.036
1.65971E+12,2022-08-05T10:24:48.378,7.68,0.136,1.003,0.012
1.65971E+12,2022-08-05T10:24:48.418,7.72,0.131,0.98,-0.001
1.65971E+12,2022-08-05T10:24:48.458,7.76,0.118,0.953,-0.012
1.65971E+12,2022-08-05T10:24:48.498,7.8,0.123,0.957,-0.016
1.65971E+12,2022-08-05T10:24:48.538,7.84,0.154,0.997,-0.007
1.65971E+12,2022-08-05T10:24:48.578,7.88,0.16,1.028,-0.007
1.65971E+12,2022-08-05T10:24:48.618,7.92,0.15,1.055,0.016
1.65971E+12,2022-08-05T10:24:48.658,7.96,0.15,1.058,0.035
1.65971E+12,2022-08-05T10:24:48.698,8,0.133,1.036,0.009
1.65971E+12,2022-08-05T10:24:48.738,8.04,0.197,0.982,-0.005
1.65971E+12,2022-08-05T10:24:48.778,8.08,0.232,0.943,0.036
1.65971E+12,2022-08-05T10:24:48.818,8.12,0.19,0.929,0.108
1.65971E+12,2022-08-05T10:24:48.858,8.16,0.11,0.893,0.157
1.65971E+12,2022-08-05T10:24:48.898,8.2,0.075,0.849,0.143
1.65971E+12,2022-08-05T10:24:48.938,8.24,0.054,0.84,0.138
1.65971E+12,2022-08-05T10:24:48.978,8.28,0.061,0.884,0.145
1.65971E+12,2022-08-05T10:24:49.018,8.32,0.089,0.875,0.156
1.65971E+12,2022-08-05T10:24:49.058,8.36,0.075,0.805,0.149
1.65971E+12,2022-08-05T10:24:49.098,8.4,0.07,0.774,0.151
1.65971E+12,2022-08-05T10:24:49.138,8.44,0.097,0.672,0.154
1.65971E+12,2022-08-05T10:24:49.178,8.48,0.165,0.682,0.201
1.65971E+12,2022-08-05T10:24:49.218,8.52,0.188,0.804,0.243
1.65971E+12,2022-08-05T10:24:49.258,8.56,0.26,0.868,0.256
1.65971E+12,2022-08-05T10:24:49.298,8.6,0.398,0.907,0.302
1.65971E+12,2022-08-05T10:24:49.338,8.64,0.388,0.97,0.393
1.65971E+12,2022-08-05T10:24:49.378,8.68,0.503,1.033,0.48
1.65971E+12,2022-08-05T10:24:49.418,8.72,0.678,1.016,0.621
1.65971E+12,2022-08-05T10:24:49.458,8.76,0.714,1.009,0.613
1.65971E+12,2022-08-05T10:24:49.498,8.8,0.64,1.001,0.572
1.65971E+12,2022-08-05T10:24:49.538,8.84,0.598,0.924,0.613
1.65971E+12,2022-08-05T10:24:49.578,8.88,0.644,0.884,0.615
1.65971E+12,2022-08-05T10:24:49.618,8.92,0.571,0.833,0.61
1.65971E+12,2022-08-05T10:24:49.658,8.96,0.45,0.726,0.623
1.65971E+12,2022-08-05T10:24:49.698,9,0.52,0.657,0.686
1.65971E+12,2022-08-05T10:24:49.738,9.04,0.47,0.503,0.714
1.65971E+12,2022-08-05T10:24:49.778,9.08,0.417,0.351,0.736
1.65971E+12,2022-08-05T10:24:49.818,9.12,0.533,0.384,0.828
1.65971E+12,2022-08-05T10:24:49.858,9.16,0.467,0.294,0.859
1.65971E+12,2022-08-05T10:24:49.898,9.2,0.553,0.302,0.903
1.65971E+12,2022-08-05T10:24:49.938,9.24,0.646,0.221,1.004
1.65971E+12,2022-08-05T10:24:49.978,9.28,0.532,0.138,1.019
1.65971E+12,2022-08-05T10:24:50.018,9.32,0.471,0.113,0.899
1.65971E+12,2022-08-05T10:24:50.058,9.36,0.34,0.166,0.959
1.65971E+12,2022-08-05T10:24:50.098,9.4,0.101,0.157,0.997
1.65971E+12,2022-08-05T10:24:50.138,9.44,-0.019,0.305,0.811
1.65971E+12,2022-08-05T10:24:50.178,9.48,-0.116,0.395,0.656
1.65971E+12,2022-08-05T10:24:50.218,9.52,0.041,0.578,0.531
1.65971E+12,2022-08-05T10:24:50.258,9.56,0.069,1.403,0.876
1.65971E+12,2022-08-05T10:24:50.298,9.6,-0.133,1.362,0.686
1.65971E+12,2022-08-05T10:24:50.338,9.64,0.267,1.202,0.44
1.65971E+12,2022-08-05T10:24:50.378,9.68,-1.043,1.595,1.442
1.65971E+12,2022-08-05T10:24:50.418,9.72,-0.433,1.264,0.817
1.65971E+12,2022-08-05T10:24:50.458,9.76,0.69,0.587,0.956
1.65971E+12,2022-08-05T10:24:50.498,9.8,0.185,0.064,1.061
1.65971E+12,2022-08-05T10:24:50.538,9.84,0.604,0.433,1.087
1.65971E+12,2022-08-05T10:24:50.578,9.88,0.251,0.261,0.903
1.65971E+12,2022-08-05T10:24:50.618,9.92,0.557,0.373,1.045
1.65971E+12,2022-08-05T10:24:50.658,9.96,0.512,0.355,1.006
1.65971E+12,2022-08-05T10:24:50.698,10,0.421,0.259,0.921
1.65971E+12,2022-08-05T10:24:50.738,10.04,0.44,0.213,0.911
1.65971E+12,2022-08-05T10:24:50.778,10.08,0.238,0.11,0.876
1.65971E+12,2022-08-05T10:24:50.818,10.12,0.116,-0.018,0.789
1.65971E+12,2022-08-05T10:24:50.858,10.16,0.131,-0.021,0.955
1.65971E+12,2022-08-05T10:24:50.898,10.2,0.345,0.06,1.058
1.65971E+12,2022-08-05T10:24:50.938,10.24,0.317,0.074,1.055
1.65971E+12,2022-08-05T10:24:50.978,10.28,0.266,0.077,1.032
1.65971E+12,2022-08-05T10:24:51.018,10.32,0.246,0.065,0.962
1.65971E+12,2022-08-05T10:24:51.058,10.36,0.164,0.046,0.945
1.65971E+12,2022-08-05T10:24:51.098,10.4,0.096,0.072,0.978
1.65971E+12,2022-08-05T10:24:51.138,10.44,0.08,0.073,0.969
1.65971E+12,2022-08-05T10:24:51.178,10.48,0.126,0.072,0.987
1.65971E+12,2022-08-05T10:24:51.218,10.52,0.14,0.055,1.012
1.65971E+12,2022-08-05T10:24:51.258,10.56,0.246,0.097,1.056
1.65971E+12,2022-08-05T10:24:51.298,10.6,0.181,0.065,0.98
1.65971E+12,2022-08-05T10:24:51.338,10.64,0.192,0.079,1.025
1.65971E+12,2022-08-05T10:24:51.378,10.68,0.242,0.084,0.998
1.65971E+12,2022-08-05T10:24:51.418,10.72,0.24,0.08,0.985
1.65971E+12,2022-08-05T10:24:51.458,10.76,0.242,0.079,0.998
1.65971E+12,2022-08-05T10:24:51.498,10.8,0.248,0.082,1.011
1.65971E+12,2022-08-05T10:24:51.538,10.84,0.237,0.079,1.007
1.65971E+12,2022-08-05T10:24:51.578,10.88,0.235,0.08,1.009
1.65971E+12,2022-08-05T10:24:51.618,10.92,0.213,0.067,0.984
1.65971E+12,2022-08-05T10:24:51.658,10.96,0.229,0.084,1.02
1.65971E+12,2022-08-05T10:24:51.698,11,0.209,0.075,0.99
1.65971E+12,2022-08-05T10:24:51.738,11.04,0.207,0.084,1.007
1.65971E+12,2022-08-05T10:24:51.778,11.08,0.195,0.068,0.978
1.65971E+12,2022-08-05T10:24:51.818,11.12,0.249,0.085,1.021
1.65971E+12,2022-08-05T10:24:51.858,11.16,0.219,0.071,0.99
1.65971E+12,2022-08-05T10:24:51.898,11.2,0.235,0.081,1.007
1.65971E+12,2022-08-05T10:24:51.938,11.24,0.212,0.071,0.979
1.65971E+12,2022-08-05T10:24:51.978,11.28,0.224,0.081,1.007
1.65971E+12,2022-08-05T10:24:52.018,11.32,0.225,0.075,0.999
1.65971E+12,2022-08-05T10:24:52.058,11.36,0.196,0.067,0.987
1.65971E+12,2022-08-05T10:24:52.098,11.4,0.225,0.082,1.009
1.65971E+12,2022-08-05T10:24:52.138,11.44,0.212,0.078,0.989
1.65971E+12,2022-08-05T10:24:52.178,11.48,0.173,0.061,0.968
1.65971E+12,2022-08-05T10:24:52.218,11.52,0.276,0.107,1.036
1.65971E+12,2022-08-05T10:24:52.258,11.56,0.206,0.077,0.966
1.65971E+12,2022-08-05T10:24:52.298,11.6,0.142,0.049,0.91
1.65971E+12,2022-08-05T10:24:52.338,11.64,0.141,0.031,0.86
1.65971E+12,2022-08-05T10:24:52.378,11.68,0.244,0.098,0.961
1.65971E+12,2022-08-05T10:24:52.418,11.72,0.13,0.076,0.926
1.65971E+12,2022-08-05T10:24:52.458,11.76,0.528,0.224,1.108
1.65971E+12,2022-08-05T10:24:52.498,11.8,0.42,0.246,1.001
1.65971E+12,2022-08-05T10:24:52.538,11.84,0.295,0.191,0.974
1.65971E+12,2022-08-05T10:24:52.578,11.88,0.313,0.198,0.947
1.65971E+12,2022-08-05T10:24:52.618,11.92,0.413,0.243,0.912
1.65971E+12,2022-08-05T10:24:52.658,11.96,0.399,0.238,0.994
1.65971E+12,2022-08-05T10:24:52.698,12,0.412,0.249,0.979
1.65971E+12,2022-08-05T10:24:52.738,12.04,0.357,0.227,0.91
1.65971E+12,2022-08-05T10:24:52.778,12.08,0.397,0.263,0.93
1.65971E+12,2022-08-05T10:24:52.818,12.12,0.376,0.283,0.955
1.65971E+12,2022-08-05T10:24:52.858,12.16,0.353,0.318,0.974
1.65971E+12,2022-08-05T10:24:52.898,12.2,0.331,0.37,1.031
1.65971E+12,2022-08-05T10:24:52.938,12.24,0.473,0.551,1.208
1.65971E+12,2022-08-05T10:24:52.978,12.28,0.547,0.718,1.209
1.65971E+12,2022-08-05T10:24:53.018,12.32,0.602,1.033,1.19
1.65971E+12,2022-08-05T10:24:53.058,12.36,0.161,1.469,0.599
1.65971E+12,2022-08-05T10:24:53.098,12.4,-0.783,1.221,-0.21
1.65971E+12,2022-08-05T10:24:53.138,12.44,-0.299,1.272,0.04
1.65971E+12,2022-08-05T10:24:53.178,12.48,0.174,1.159,0.368
1.65971E+12,2022-08-05T10:24:53.218,12.52,-0.142,1.05,0.506
1.65971E+12,2022-08-05T10:24:53.258,12.56,0.017,0.841,0.63
1.65971E+12,2022-08-05T10:24:53.298,12.6,0.33,0.761,0.721
1.65971E+12,2022-08-05T10:24:53.338,12.64,0.221,0.757,0.703
1.65971E+12,2022-08-05T10:24:53.378,12.68,0.563,0.69,0.762
1.65971E+12,2022-08-05T10:24:53.418,12.72,0.766,0.466,0.951
1.65971E+12,2022-08-05T10:24:53.458,12.76,0.713,0.366,0.897
1.65971E+12,2022-08-05T10:24:53.498,12.8,0.681,0.062,0.914
1.65971E+12,2022-08-05T10:24:53.538,12.84,0.568,0.17,0.771
1.65971E+12,2022-08-05T10:24:53.578,12.88,0.565,0.361,0.779
1.65971E+12,2022-08-05T10:24:53.618,12.92,0.515,0.447,0.726
1.65971E+12,2022-08-05T10:24:53.658,12.96,0.482,0.532,0.772
1.65971E+12,2022-08-05T10:24:53.698,13,0.446,0.688,0.833
1.65971E+12,2022-08-05T10:24:53.738,13.04,0.16,0.787,0.914
1.65971E+12,2022-08-05T10:24:53.778,13.08,0.289,0.986,0.98
1.65971E+12,2022-08-05T10:24:53.818,13.12,0.059,0.846,0.592
1.65971E+12,2022-08-05T10:24:53.858,13.16,0.096,0.77,0.416
1.65971E+12,2022-08-05T10:24:53.898,13.2,-0.02,0.644,0.255
1.65971E+12,2022-08-05T10:24:53.938,13.24,0.304,0.452,0.385
1.65971E+12,2022-08-05T10:24:53.978,13.28,-0.048,0.215,0.813
1.65971E+12,2022-08-05T10:24:54.018,13.32,0.473,0.581,0.943
1.65971E+12,2022-08-05T10:24:54.058,13.36,0.263,0.894,0.763
1.65971E+12,2022-08-05T10:24:54.098,13.4,-0.214,0.93,0.53
1.65971E+12,2022-08-05T10:24:54.138,13.44,-0.329,1.573,0.232
1.65971E+12,2022-08-05T10:24:54.178,13.48,-0.446,1.783,-0.044
1.65971E+12,2022-08-05T10:24:54.218,13.52,-0.41,1.643,0.272
1.65971E+12,2022-08-05T10:24:54.258,13.56,-0.5,1.733,1.18
1.65971E+12,2022-08-05T10:24:54.298,13.6,-0.431,1.377,1.059
1.65971E+12,2022-08-05T10:24:54.338,13.64,-0.311,0.97,0.127
1.65971E+12,2022-08-05T10:24:54.378,13.68,0.067,1.247,-0.052
1.65971E+12,2022-08-05T10:24:54.418,13.72,0.513,1.139,0.142
1.65971E+12,2022-08-05T10:24:54.458,13.76,0.233,0.946,0.017
1.65971E+12,2022-08-05T10:24:54.498,13.8,0.002,0.899,-0.049
1.65971E+12,2022-08-05T10:24:54.538,13.84,0.039,0.832,0.13
1.65971E+12,2022-08-05T10:24:54.578,13.88,0.397,0.592,0.378
1.65971E+12,2022-08-05T10:24:54.618,13.92,0.769,0.292,0.599
1.65971E+12,2022-08-05T10:24:54.658,13.96,0.695,0.255,0.63
1.65971E+12,2022-08-05T10:24:54.698,14,0.283,0.318,0.563
1.65971E+12,2022-08-05T10:24:54.738,14.04,0.26,0.411,0.546
1.65971E+12,2022-08-05T10:24:54.778,14.08,0.561,0.567,0.618
1.65971E+12,2022-08-05T10:24:54.818,14.12,0.705,0.708,0.756
1.65971E+12,2022-08-05T10:24:54.858,14.16,0.584,0.809,0.685
1.65971E+12,2022-08-05T10:24:54.898,14.2,0.715,0.868,0.63
